Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20045.04;;GBLI RYTMOL 300 X 10;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120045B;;PROSPECTO RYTMOL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120045A;;ESTUCHE RYTMOL 300 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;181; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30046;;;TERLADEP X 10 COMPRIMIDOS;;;;;;;;Nro Formula;;1787;;;
Versión;faç     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20046.04;;GBLI TERLADEP X 10;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120046B;;PROSPECTO TERLADEP;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120046A;;ESTUCHE TERLADEP X 10 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;182; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30047;;;TERLADEP X 30 COMPRIMIDOS;;;;;;;;Nro Formula;;1788;;;
Versión;faç     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20046.04;;GBLI TERLADEP X 10;;Uni     ;3,00;
1;7;;;;ESTUCHADO;;;;;;120046B;;PROSPECTO TERLADEP;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120047A;;ESTUCHE TERLADEP X 30 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;183; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30002;;;ADEPROST 50 X 10 COMPRIMIDOS;;;;;;;;Nro Formula;;1793;;;
Versión;faç     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20002.04;;GBLI ADEPROST 50 X 10;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120002A;;ESTUCHE ADEPROST 50 X 10 COMP;;uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120002B;;PROSPECTO ADEPROST;;uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;184; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30054;;;URALYT X 140 G GRANULADO;;;;;;;;Nro Formula;;1798;;;
Versión;faç     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20054.02;;GFRA URALYT X 140 g;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120054B;;PROSPECTO URALYT;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120054A;;ESTUCHE URALYT X 140 G GRANULADO;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120054C;;ETIQUETA URALYT X 140 g;;uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120011D;;CUCHARITA 2.5 g;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;185; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30007;;;BETIVER 24 X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1799;;;
Versión;faç     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20007.04;;GBLI BETIVER 24 X 10;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120006B;;PROSPECTO BETIVER;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120007A;;ESTUCHE BETIVER 24 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;186; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30006;;;BETIVER 16 X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1805;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20006.04;;GBLI BETIVER 16 X 20;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120006B;;PROSPECTO BETIVER;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120006A;;ESTUCHE BETIVER 16 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;187; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30007;;;BETIVER 24 X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1806;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20007.04;;GBLI BETIVER 24 X 10;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120006B;;PROSPECTO BETIVER;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120007A;;ESTUCHE BETIVER 24 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;188; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30010;;;CALERNID 10 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1809;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20010.04;;GBLI CALERNID 10 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120010B;;PROSPECTO CALERNID;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120010A;;ESTUCHE CALERNID 10 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;189; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30011;;;CALERNID 10 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1810;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20010.04;;GBLI CALERNID 10 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120010B;;PROSPECTO CALERNID;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120011A;;ESTUCHE CALERNID 10 X 28 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;190; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30015;;;CILOZOL 100 X 30 COMPRIMIDOS;;;;;;;;Nro Formula;;1815;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20015.04;;GBLI CILOZOL 100 X 10;;Uni     ;3,00;
1;7;;;;ESTUCHADO;;;;;;120015B;;PROSPECTO CILOZOL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120015A;;ESTUCHE CILOZOL 100 X 30 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;191; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30016;;;CIPRAM S10 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1816;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20016.04;;GBLI CIPRAM S10 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120016B;;PROSPECTO CIPRAM S;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120016A;;ESTUCHE CIPRAM S10 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;192; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30017;;;CIPRAM S10 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1817;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20016.04;;GBLI CIPRAM S10 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120016B;;PROSPECTO CIPRAM S;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120017A;;ESTUCHE CIPRAM S10 X 28 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;193; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30018;;;CIPRAM S20 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1818;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20018.04;;GBLI CIPRAM S20 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120016B;;PROSPECTO CIPRAM S;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120018A;;ESTUCHE CIPRAM S20 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;194; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30019;;;CIPRAM S20 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1819;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20018.04;;GBLI CIPRAM S20 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120016B;;PROSPECTO CIPRAM S;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120019A;;ESTUCHE CIPRAM S20 X 28 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;195; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30020;;;CLOPIGREL X 10 COMPRIMIDOS;;;;;;;;Nro Formula;;1820;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20020.04;;GBLI CLOPIGREL X 10;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120020B;;PROSPECTO CLOPIGREL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120020A;;ESTUCHE CLOPIGREL X 10 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;196; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30021;;;CLOPIGREL X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1821;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20020.04;;GBLI CLOPIGREL X 10;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120020B;;PROSPECTO CLOPIGREL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120021A;;ESTUCHE CLOPIGREL X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;197; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30024;;;EVRY 0.8 X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1822;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20024.04;;GBLI EVRY 0.8 X 20;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120024B;;PROSPECTO EVRY;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120024A;;ESTUCHE EVRY 0.8 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;198; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30025;;;EVRY 10 X 20 COMPRIMIDOS;;;;;;;;Nro Formula;;1823;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20025.04;;GBLI EVRY 10 X 10;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120024B;;PROSPECTO EVRY;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120025A;;ESTUCHE EVRY 10 X 20 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;199; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30031;;;GALTAMIN 8 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1829;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20031.04;;GBLI GALTAMIN 8 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120031B;;PROSPECTO GALTAMIN;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120031A;;ESTUCHE GALTAMIN 8 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;200; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30032;;;GALTAMIN 8 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1830;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20031.04;;GBLI GALTAMIN 8 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120032A;;ESTUCHE GALTAMIN 8 X 28 COMPRIMIDOS;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120031B;;PROSPECTO GALTAMIN;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;201; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30036;;;LESTEROL 10 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1833;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20036.04;;GBLI LESTEROL 10 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120036B;;PROSPECTO LESTEROL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120036A;;ESTUCHE LESTEROL 10 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;202; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30037;;;LESTEROL 10 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1834;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20036.04;;GBLI LESTEROL 10 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120036B;;PROSPECTO LESTEROL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120037A;;ESTUCHE LESTEROL 10 X 28 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;203; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30038;;;LESTEROL 20 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1835;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20038.04;;GBLI LESTEROL 20 X 14;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120036B;;PROSPECTO LESTEROL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120038A;;ESTUCHE LESTEROL 20 X 14 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;204; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30039;;;LESTEROL 20 X 28 COMPRIMIDOS;;;;;;;;Nro Formula;;1836;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20038.04;;GBLI LESTEROL 20 X 14;;Uni     ;2,00;
1;7;;;;ESTUCHADO;;;;;;120036B;;PROSPECTO LESTEROL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;120039A;;ESTUCHE LESTEROL 20 X 28 COMPRIMIDOS;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;205; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;29/10/2020;;;
Artículo;30057;;;LESTEROL 40 X 14 COMPRIMIDOS;;;;;;;;Nro Formula;;1837;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;20057.04;;GBLI LESTEROL 40 X 14;;Uni     ;1,00;
